date,at,source,year,mon,day,seas
1922-11-01,2.9,noaa,1922,11,1,1922-1923
1922-11-02,3.8,noaa,1922,11,2,1922-1923
1922-11-03,5.5,noaa,1922,11,3,1922-1923
1922-11-04,-1.6,noaa,1922,11,4,1922-1923
1922-11-05,-7.4,noaa,1922,11,5,1922-1923
1922-11-06,-3.8,noaa,1922,11,6,1922-1923
1922-11-07,-3.4,noaa,1922,11,7,1922-1923
1922-11-08,3.0,noaa,1922,11,8,1922-1923
1922-11-09,4.9,noaa,1922,11,9,1922-1923
1922-11-10,-1.5,noaa,1922,11,10,1922-1923
1922-11-11,-3.5,noaa,1922,11,11,1922-1923
1922-11-12,-1.8,noaa,1922,11,12,1922-1923
1922-11-13,0.4,noaa,1922,11,13,1922-1923
1922-11-14,1.4,noaa,1922,11,14,1922-1923
1922-11-15,2.7,noaa,1922,11,15,1922-1923
1922-11-16,3.2,noaa,1922,11,16,1922-1923
1922-11-17,3.3,noaa,1922,11,17,1922-1923
1922-11-18,6.3,noaa,1922,11,18,1922-1923
1922-11-19,12.1,noaa,1922,11,19,1922-1923
1922-11-20,10.0,noaa,1922,11,20,1922-1923
1922-11-21,9.4,noaa,1922,11,21,1922-1923
1922-11-22,8.6,noaa,1922,11,22,1922-1923
1922-11-23,5.2,noaa,1922,11,23,1922-1923
1922-11-24,10.0,noaa,1922,11,24,1922-1923
1922-11-25,10.4,noaa,1922,11,25,1922-1923
1922-11-26,-1.3,noaa,1922,11,26,1922-1923
1922-11-27,-2.3,noaa,1922,11,27,1922-1923
1922-11-28,0.2,noaa,1922,11,28,1922-1923
1922-11-29,6.2,noaa,1922,11,29,1922-1923
1922-11-30,1.5,noaa,1922,11,30,1922-1923
1922-12-01,-1.9,noaa,1922,12,1,1922-1923
1922-12-02,-2.8,noaa,1922,12,2,1922-1923
1922-12-03,-0.7,noaa,1922,12,3,1922-1923
1922-12-04,1.8,noaa,1922,12,4,1922-1923
1922-12-05,6.1,noaa,1922,12,5,1922-1923
1922-12-06,2.6,noaa,1922,12,6,1922-1923
1922-12-07,-0.4,noaa,1922,12,7,1922-1923
1922-12-08,3.5,noaa,1922,12,8,1922-1923
1922-12-09,5.4,noaa,1922,12,9,1922-1923
1922-12-10,2.3,noaa,1922,12,10,1922-1923
1922-12-11,-1.8,noaa,1922,12,11,1922-1923
1922-12-12,-5.5,noaa,1922,12,12,1922-1923
1922-12-13,1.4,noaa,1922,12,13,1922-1923
1922-12-14,1.6,noaa,1922,12,14,1922-1923
1922-12-15,0.5,noaa,1922,12,15,1922-1923
1922-12-16,2.8,noaa,1922,12,16,1922-1923
1922-12-17,-0.9,noaa,1922,12,17,1922-1923
1922-12-18,0.5,noaa,1922,12,18,1922-1923
1922-12-19,-1.8,noaa,1922,12,19,1922-1923
1922-12-20,-7.3,noaa,1922,12,20,1922-1923
1922-12-21,-1.7,noaa,1922,12,21,1922-1923
1922-12-22,-0.5,noaa,1922,12,22,1922-1923
1922-12-23,-1.3,noaa,1922,12,23,1922-1923
1922-12-24,-1.3,noaa,1922,12,24,1922-1923
1922-12-25,-9.0,noaa,1922,12,25,1922-1923
1922-12-26,-9.9,noaa,1922,12,26,1922-1923
1922-12-27,-8.4,noaa,1922,12,27,1922-1923
1922-12-28,-7.1,noaa,1922,12,28,1922-1923
1922-12-29,-9.1,noaa,1922,12,29,1922-1923
1922-12-30,-5.7,noaa,1922,12,30,1922-1923
1922-12-31,-7.6,noaa,1922,12,31,1922-1923
1923-01-01,-11.2,noaa,1923,1,1,1922-1923
1923-01-02,-13.4,noaa,1923,1,2,1922-1923
1923-01-03,-14.6,noaa,1923,1,3,1922-1923
1923-01-04,-11.2,noaa,1923,1,4,1922-1923
1923-01-05,-7.7,noaa,1923,1,5,1922-1923
1923-01-06,-5.8,noaa,1923,1,6,1922-1923
1923-01-07,-11.2,noaa,1923,1,7,1922-1923
1923-01-08,-9.2,noaa,1923,1,8,1922-1923
1923-01-09,-6.0,noaa,1923,1,9,1922-1923
1923-01-10,-4.6,noaa,1923,1,10,1922-1923
1923-01-11,-6.0,noaa,1923,1,11,1922-1923
1923-01-12,-11.6,noaa,1923,1,12,1922-1923
1923-01-13,-16.2,noaa,1923,1,13,1922-1923
1923-01-14,-17.5,noaa,1923,1,14,1922-1923
1923-01-15,-8.0,noaa,1923,1,15,1922-1923
1923-01-16,-7.8,noaa,1923,1,16,1922-1923
1923-01-17,-4.3,noaa,1923,1,17,1922-1923
1923-01-18,-2.7,noaa,1923,1,18,1922-1923
1923-01-19,-9.1,noaa,1923,1,19,1922-1923
1923-01-20,-18.5,noaa,1923,1,20,1922-1923
1923-01-21,-17.7,noaa,1923,1,21,1922-1923
1923-01-22,-19.8,noaa,1923,1,22,1922-1923
1923-01-23,-13.9,noaa,1923,1,23,1922-1923
1923-01-24,-7.9,noaa,1923,1,24,1922-1923
1923-01-25,-7.4,noaa,1923,1,25,1922-1923
1923-01-26,-7.4,noaa,1923,1,26,1922-1923
1923-01-27,-4.8,noaa,1923,1,27,1922-1923
1923-01-28,0.6,noaa,1923,1,28,1922-1923
1923-01-29,-5.4,noaa,1923,1,29,1922-1923
1923-01-30,-5.5,noaa,1923,1,30,1922-1923
1923-01-31,-5.0,noaa,1923,1,31,1922-1923
1923-02-01,-2.1,noaa,1923,2,1,1922-1923
1923-02-02,2.4,noaa,1923,2,2,1922-1923
1923-02-03,0.0,noaa,1923,2,3,1922-1923
1923-02-04,5.6,noaa,1923,2,4,1922-1923
1923-02-05,0.5,noaa,1923,2,5,1922-1923
1923-02-06,-6.2,noaa,1923,2,6,1922-1923
1923-02-07,-8.8,noaa,1923,2,7,1922-1923
1923-02-08,-6.6,noaa,1923,2,8,1922-1923
1923-02-09,-8.3,noaa,1923,2,9,1922-1923
1923-02-10,-8.0,noaa,1923,2,10,1922-1923
1923-02-11,-6.7,noaa,1923,2,11,1922-1923
1923-02-12,-9.3,noaa,1923,2,12,1922-1923
1923-02-13,-6.7,noaa,1923,2,13,1922-1923
1923-02-14,-10.4,noaa,1923,2,14,1922-1923
1923-02-15,-12.9,noaa,1923,2,15,1922-1923
1923-02-16,-8.8,noaa,1923,2,16,1922-1923
1923-02-17,-8.5,noaa,1923,2,17,1922-1923
1923-02-18,-8.5,noaa,1923,2,18,1922-1923
1923-02-19,-10.9,noaa,1923,2,19,1922-1923
1923-02-20,-6.9,noaa,1923,2,20,1922-1923
1923-02-21,-2.7,noaa,1923,2,21,1922-1923
1923-02-22,-7.5,noaa,1923,2,22,1922-1923
1923-02-23,-6.6,noaa,1923,2,23,1922-1923
1923-02-24,-2.0,noaa,1923,2,24,1922-1923
1923-02-25,-3.0,noaa,1923,2,25,1922-1923
1923-02-26,1.3,noaa,1923,2,26,1922-1923
1923-02-27,5.3,noaa,1923,2,27,1922-1923
1923-02-28,-0.3,noaa,1923,2,28,1922-1923
1923-03-01,-3.0,noaa,1923,3,1,1922-1923
1923-03-02,-3.5,noaa,1923,3,2,1922-1923
1923-03-03,-0.5,noaa,1923,3,3,1922-1923
1923-03-04,5.1,noaa,1923,3,4,1922-1923
1923-03-05,0.1,noaa,1923,3,5,1922-1923
1923-03-06,-4.9,noaa,1923,3,6,1922-1923
1923-03-07,-2.5,noaa,1923,3,7,1922-1923
1923-03-08,2.7,noaa,1923,3,8,1922-1923
1923-03-09,4.1,noaa,1923,3,9,1922-1923
1923-03-10,2.0,noaa,1923,3,10,1922-1923
1923-03-11,5.3,noaa,1923,3,11,1922-1923
1923-03-12,7.3,noaa,1923,3,12,1922-1923
1923-03-13,-0.5,noaa,1923,3,13,1922-1923
1923-03-14,-8.5,noaa,1923,3,14,1922-1923
1923-03-15,-6.0,noaa,1923,3,15,1922-1923
1923-03-16,-0.5,noaa,1923,3,16,1922-1923
1923-03-17,2.2,noaa,1923,3,17,1922-1923
1923-03-18,5.2,noaa,1923,3,18,1922-1923
1923-03-19,10.6,noaa,1923,3,19,1922-1923
1923-03-20,11.7,noaa,1923,3,20,1922-1923
1923-03-21,3.0,noaa,1923,3,21,1922-1923
1923-03-22,7.0,noaa,1923,3,22,1922-1923
1923-03-23,4.4,noaa,1923,3,23,1922-1923
1923-03-24,-3.5,noaa,1923,3,24,1922-1923
1923-03-25,0.5,noaa,1923,3,25,1922-1923
1923-03-26,5.8,noaa,1923,3,26,1922-1923
1923-03-27,7.1,noaa,1923,3,27,1922-1923
1923-03-28,3.6,noaa,1923,3,28,1922-1923
1923-03-29,-3.2,noaa,1923,3,29,1922-1923
1923-03-30,-0.2,noaa,1923,3,30,1922-1923
1923-03-31,4.5,noaa,1923,3,31,1922-1923
1923-04-01,7.1,noaa,1923,4,1,1922-1923
1923-04-02,9.9,noaa,1923,4,2,1922-1923
1923-04-03,11.6,noaa,1923,4,3,1922-1923
1923-04-04,15.3,noaa,1923,4,4,1922-1923
1923-04-05,12.8,noaa,1923,4,5,1922-1923
1923-04-06,14.4,noaa,1923,4,6,1922-1923
1923-04-07,12.5,noaa,1923,4,7,1922-1923
1923-04-08,14.7,noaa,1923,4,8,1922-1923
1923-04-09,13.9,noaa,1923,4,9,1922-1923
1923-04-10,4.8,noaa,1923,4,10,1922-1923
1923-04-11,4.2,noaa,1923,4,11,1922-1923
1923-04-12,3.5,noaa,1923,4,12,1922-1923
1923-04-13,5.5,noaa,1923,4,13,1922-1923
1923-04-14,8.6,noaa,1923,4,14,1922-1923
1923-04-15,13.5,noaa,1923,4,15,1922-1923
1923-04-16,18.0,noaa,1923,4,16,1922-1923
1923-04-17,4.0,noaa,1923,4,17,1922-1923
1923-04-18,5.7,noaa,1923,4,18,1922-1923
1923-04-19,8.2,noaa,1923,4,19,1922-1923
1923-04-20,8.2,noaa,1923,4,20,1922-1923
1923-04-21,8.9,noaa,1923,4,21,1922-1923
1923-04-22,10.7,noaa,1923,4,22,1922-1923
1923-04-23,12.1,noaa,1923,4,23,1922-1923
1923-04-24,15.9,noaa,1923,4,24,1922-1923
1923-04-25,18.2,noaa,1923,4,25,1922-1923
1923-04-26,13.1,noaa,1923,4,26,1922-1923
1923-04-27,15.2,noaa,1923,4,27,1922-1923
1923-04-28,12.4,noaa,1923,4,28,1922-1923
1923-04-29,7.7,noaa,1923,4,29,1922-1923
1923-04-30,4.2,noaa,1923,4,30,1922-1923
1923-11-01,4.7,noaa,1923,11,1,1923-1924
1923-11-02,7.5,noaa,1923,11,2,1923-1924
1923-11-03,11.5,noaa,1923,11,3,1923-1924
1923-11-04,7.9,noaa,1923,11,4,1923-1924
1923-11-05,6.9,noaa,1923,11,5,1923-1924
1923-11-06,3.6,noaa,1923,11,6,1923-1924
1923-11-07,0.6,noaa,1923,11,7,1923-1924
1923-11-08,-1.0,noaa,1923,11,8,1923-1924
1923-11-09,-2.7,noaa,1923,11,9,1923-1924
1923-11-10,0.0,noaa,1923,11,10,1923-1924
1923-11-11,0.1,noaa,1923,11,11,1923-1924
1923-11-12,0.4,noaa,1923,11,12,1923-1924
1923-11-13,5.9,noaa,1923,11,13,1923-1924
1923-11-14,4.7,noaa,1923,11,14,1923-1924
1923-11-15,6.3,noaa,1923,11,15,1923-1924
1923-11-16,2.5,noaa,1923,11,16,1923-1924
1923-11-17,0.5,noaa,1923,11,17,1923-1924
1923-11-18,1.2,noaa,1923,11,18,1923-1924
1923-11-19,3.0,noaa,1923,11,19,1923-1924
1923-11-20,2.4,noaa,1923,11,20,1923-1924
1923-11-21,3.2,noaa,1923,11,21,1923-1924
1923-11-22,2.1,noaa,1923,11,22,1923-1924
1923-11-23,1.3,noaa,1923,11,23,1923-1924
1923-11-24,1.4,noaa,1923,11,24,1923-1924
1923-11-25,0.9,noaa,1923,11,25,1923-1924
1923-11-26,2.0,noaa,1923,11,26,1923-1924
1923-11-27,1.6,noaa,1923,11,27,1923-1924
1923-11-28,3.7,noaa,1923,11,28,1923-1924
1923-11-29,2.1,noaa,1923,11,29,1923-1924
1923-11-30,5.2,noaa,1923,11,30,1923-1924
1923-12-01,-1.1,noaa,1923,12,1,1923-1924
1923-12-02,-8.9,noaa,1923,12,2,1923-1924
1923-12-03,-2.0,noaa,1923,12,3,1923-1924
1923-12-04,-1.5,noaa,1923,12,4,1923-1924
1923-12-05,-14.0,noaa,1923,12,5,1923-1924
1923-12-06,-13.7,noaa,1923,12,6,1923-1924
1923-12-07,-10.1,noaa,1923,12,7,1923-1924
1923-12-08,-9.7,noaa,1923,12,8,1923-1924
1923-12-09,-9.7,noaa,1923,12,9,1923-1924
1923-12-10,-9.2,noaa,1923,12,10,1923-1924
1923-12-11,-13.4,noaa,1923,12,11,1923-1924
1923-12-12,-11.3,noaa,1923,12,12,1923-1924
1923-12-13,-10.7,noaa,1923,12,13,1923-1924
1923-12-14,-9.0,noaa,1923,12,14,1923-1924
1923-12-15,-10.7,noaa,1923,12,15,1923-1924
1923-12-16,-5.0,noaa,1923,12,16,1923-1924
1923-12-17,-4.1,noaa,1923,12,17,1923-1924
1923-12-18,-3.4,noaa,1923,12,18,1923-1924
1923-12-19,2.3,noaa,1923,12,19,1923-1924
1923-12-20,2.9,noaa,1923,12,20,1923-1924
1923-12-21,1.8,noaa,1923,12,21,1923-1924
1923-12-22,-4.6,noaa,1923,12,22,1923-1924
1923-12-23,-6.8,noaa,1923,12,23,1923-1924
1923-12-24,-6.7,noaa,1923,12,24,1923-1924
1923-12-25,1.1,noaa,1923,12,25,1923-1924
1923-12-26,-1.3,noaa,1923,12,26,1923-1924
1923-12-27,-6.2,noaa,1923,12,27,1923-1924
1923-12-28,2.2,noaa,1923,12,28,1923-1924
1923-12-29,-3.8,noaa,1923,12,29,1923-1924
1923-12-30,-3.2,noaa,1923,12,30,1923-1924
1923-12-31,-2.9,noaa,1923,12,31,1923-1924
1924-01-01,1.6,noaa,1924,1,1,1923-1924
1924-01-02,0.6,noaa,1924,1,2,1923-1924
1924-01-03,-4.7,noaa,1924,1,3,1923-1924
1924-01-04,-7.0,noaa,1924,1,4,1923-1924
1924-01-05,-6.2,noaa,1924,1,5,1923-1924
1924-01-06,-5.7,noaa,1924,1,6,1923-1924
1924-01-07,-4.3,noaa,1924,1,7,1923-1924
1924-01-08,-0.3,noaa,1924,1,8,1923-1924
1924-01-09,1.4,noaa,1924,1,9,1923-1924
1924-01-10,1.6,noaa,1924,1,10,1923-1924
1924-01-11,1.0,noaa,1924,1,11,1923-1924
1924-01-12,-1.8,noaa,1924,1,12,1923-1924
1924-01-13,-8.5,noaa,1924,1,13,1923-1924
1924-01-14,-11.9,noaa,1924,1,14,1923-1924
1924-01-15,-14.7,noaa,1924,1,15,1923-1924
1924-01-16,-4.8,noaa,1924,1,16,1923-1924
1924-01-17,-3.7,noaa,1924,1,17,1923-1924
1924-01-18,-2.2,noaa,1924,1,18,1923-1924
1924-01-19,-5.4,noaa,1924,1,19,1923-1924
1924-01-20,-4.2,noaa,1924,1,20,1923-1924
1924-01-21,-7.1,noaa,1924,1,21,1923-1924
1924-01-22,-15.0,noaa,1924,1,22,1923-1924
1924-01-23,-11.6,noaa,1924,1,23,1923-1924
1924-01-24,-0.5,noaa,1924,1,24,1923-1924
1924-01-25,0.6,noaa,1924,1,25,1923-1924
1924-01-26,1.9,noaa,1924,1,26,1923-1924
1924-01-27,1.8,noaa,1924,1,27,1923-1924
1924-01-28,-6.0,noaa,1924,1,28,1923-1924
1924-01-29,-20.0,noaa,1924,1,29,1923-1924
1924-01-30,-14.7,noaa,1924,1,30,1923-1924
1924-01-31,-7.1,noaa,1924,1,31,1923-1924
1924-02-01,-3.6,noaa,1924,2,1,1923-1924
1924-02-02,-1.6,noaa,1924,2,2,1923-1924
1924-02-03,0.3,noaa,1924,2,3,1923-1924
1924-02-04,-2.6,noaa,1924,2,4,1923-1924
1924-02-05,-1.4,noaa,1924,2,5,1923-1924
1924-02-06,2.3,noaa,1924,2,6,1923-1924
1924-02-07,-1.2,noaa,1924,2,7,1923-1924
1924-02-08,-2.7,noaa,1924,2,8,1923-1924
1924-02-09,-3.4,noaa,1924,2,9,1923-1924
1924-02-10,-6.1,noaa,1924,2,10,1923-1924
1924-02-11,-6.5,noaa,1924,2,11,1923-1924
1924-02-12,-6.8,noaa,1924,2,12,1923-1924
1924-02-13,-4.2,noaa,1924,2,13,1923-1924
1924-02-14,-5.0,noaa,1924,2,14,1923-1924
1924-02-15,-3.3,noaa,1924,2,15,1923-1924
1924-02-16,-4.5,noaa,1924,2,16,1923-1924
1924-02-17,-5.2,noaa,1924,2,17,1923-1924
1924-02-18,-11.5,noaa,1924,2,18,1923-1924
1924-02-19,-11.5,noaa,1924,2,19,1923-1924
1924-02-20,-8.4,noaa,1924,2,20,1923-1924
1924-02-21,-3.8,noaa,1924,2,21,1923-1924
1924-02-22,-5.0,noaa,1924,2,22,1923-1924
1924-02-23,-3.3,noaa,1924,2,23,1923-1924
1924-02-24,-2.5,noaa,1924,2,24,1923-1924
1924-02-25,-1.9,noaa,1924,2,25,1923-1924
1924-02-26,-4.0,noaa,1924,2,26,1923-1924
1924-02-27,2.7,noaa,1924,2,27,1923-1924
1924-02-28,-0.5,noaa,1924,2,28,1923-1924
1924-02-29,-0.6,noaa,1924,2,29,1923-1924
1924-03-01,-1.1,noaa,1924,3,1,1923-1924
1924-03-02,-1.9,noaa,1924,3,2,1923-1924
1924-03-03,-5.9,noaa,1924,3,3,1923-1924
1924-03-04,-10.8,noaa,1924,3,4,1923-1924
1924-03-05,-10.6,noaa,1924,3,5,1923-1924
1924-03-06,-6.5,noaa,1924,3,6,1923-1924
1924-03-07,-7.9,noaa,1924,3,7,1923-1924
1924-03-08,-6.6,noaa,1924,3,8,1923-1924
1924-03-09,-5.8,noaa,1924,3,9,1923-1924
1924-03-10,-5.1,noaa,1924,3,10,1923-1924
1924-03-11,-4.3,noaa,1924,3,11,1923-1924
1924-03-12,-4.4,noaa,1924,3,12,1923-1924
1924-03-13,-1.1,noaa,1924,3,13,1923-1924
1924-03-14,1.1,noaa,1924,3,14,1923-1924
1924-03-15,-0.4,noaa,1924,3,15,1923-1924
1924-03-16,-1.9,noaa,1924,3,16,1923-1924
1924-03-17,-0.8,noaa,1924,3,17,1923-1924
1924-03-18,3.9,noaa,1924,3,18,1923-1924
1924-03-19,7.9,noaa,1924,3,19,1923-1924
1924-03-20,9.0,noaa,1924,3,20,1923-1924
1924-03-21,1.4,noaa,1924,3,21,1923-1924
1924-03-22,6.1,noaa,1924,3,22,1923-1924
1924-03-23,8.0,noaa,1924,3,23,1923-1924
1924-03-24,1.8,noaa,1924,3,24,1923-1924
1924-03-25,3.5,noaa,1924,3,25,1923-1924
1924-03-26,6.8,noaa,1924,3,26,1923-1924
1924-03-27,6.2,noaa,1924,3,27,1923-1924
1924-03-28,8.4,noaa,1924,3,28,1923-1924
1924-03-29,10.4,noaa,1924,3,29,1923-1924
1924-03-30,0.0,noaa,1924,3,30,1923-1924
1924-03-31,-1.3,noaa,1924,3,31,1923-1924
1924-04-01,2.5,noaa,1924,4,1,1923-1924
1924-04-02,6.4,noaa,1924,4,2,1923-1924
1924-04-03,11.4,noaa,1924,4,3,1923-1924
1924-04-04,8.4,noaa,1924,4,4,1923-1924
1924-04-05,10.2,noaa,1924,4,5,1923-1924
1924-04-06,8.5,noaa,1924,4,6,1923-1924
1924-04-07,13.6,noaa,1924,4,7,1923-1924
1924-04-08,15.0,noaa,1924,4,8,1923-1924
1924-04-09,8.1,noaa,1924,4,9,1923-1924
1924-04-10,9.4,noaa,1924,4,10,1923-1924
1924-04-11,11.9,noaa,1924,4,11,1923-1924
1924-04-12,14.9,noaa,1924,4,12,1923-1924
1924-04-13,13.9,noaa,1924,4,13,1923-1924
1924-04-14,14.8,noaa,1924,4,14,1923-1924
1924-04-15,15.9,noaa,1924,4,15,1923-1924
1924-04-16,10.7,noaa,1924,4,16,1923-1924
1924-04-17,11.7,noaa,1924,4,17,1923-1924
1924-04-18,12.3,noaa,1924,4,18,1923-1924
1924-04-19,15.2,noaa,1924,4,19,1923-1924
1924-04-20,8.2,noaa,1924,4,20,1923-1924
1924-04-21,7.9,noaa,1924,4,21,1923-1924
1924-04-22,16.0,noaa,1924,4,22,1923-1924
1924-04-23,17.1,noaa,1924,4,23,1923-1924
1924-04-24,9.2,noaa,1924,4,24,1923-1924
1924-04-25,9.1,noaa,1924,4,25,1923-1924
1924-04-26,14.1,noaa,1924,4,26,1923-1924
1924-04-27,15.4,noaa,1924,4,27,1923-1924
1924-04-28,10.5,noaa,1924,4,28,1923-1924
1924-04-29,10.6,noaa,1924,4,29,1923-1924
1924-04-30,13.8,noaa,1924,4,30,1923-1924
1924-11-01,0.8,noaa,1924,11,1,1924-1925
1924-11-02,2.4,noaa,1924,11,2,1924-1925
1924-11-03,1.9,noaa,1924,11,3,1924-1925
1924-11-04,1.0,noaa,1924,11,4,1924-1925
1924-11-05,4.3,noaa,1924,11,5,1924-1925
1924-11-06,7.3,noaa,1924,11,6,1924-1925
1924-11-07,9.9,noaa,1924,11,7,1924-1925
1924-11-08,5.4,noaa,1924,11,8,1924-1925
1924-11-09,10.0,noaa,1924,11,9,1924-1925
1924-11-10,9.9,noaa,1924,11,10,1924-1925
1924-11-11,2.8,noaa,1924,11,11,1924-1925
1924-11-12,-0.5,noaa,1924,11,12,1924-1925
1924-11-13,3.6,noaa,1924,11,13,1924-1925
1924-11-14,3.1,noaa,1924,11,14,1924-1925
1924-11-15,-0.9,noaa,1924,11,15,1924-1925
1924-11-16,-4.6,noaa,1924,11,16,1924-1925
1924-11-17,-6.7,noaa,1924,11,17,1924-1925
1924-11-18,-10.8,noaa,1924,11,18,1924-1925
1924-11-19,-13.1,noaa,1924,11,19,1924-1925
1924-11-20,-10.8,noaa,1924,11,20,1924-1925
1924-11-21,-7.0,noaa,1924,11,21,1924-1925
1924-11-22,2.3,noaa,1924,11,22,1924-1925
1924-11-23,1.9,noaa,1924,11,23,1924-1925
1924-11-24,3.5,noaa,1924,11,24,1924-1925
1924-11-25,8.8,noaa,1924,11,25,1924-1925
1924-11-26,8.3,noaa,1924,11,26,1924-1925
1924-11-27,11.4,noaa,1924,11,27,1924-1925
1924-11-28,0.0,noaa,1924,11,28,1924-1925
1924-11-29,-1.9,noaa,1924,11,29,1924-1925
1924-11-30,3.4,noaa,1924,11,30,1924-1925
1924-12-01,0.1,noaa,1924,12,1,1924-1925
1924-12-02,-2.2,noaa,1924,12,2,1924-1925
1924-12-03,-2.2,noaa,1924,12,3,1924-1925
1924-12-04,-1.6,noaa,1924,12,4,1924-1925
1924-12-05,0.3,noaa,1924,12,5,1924-1925
1924-12-06,-3.4,noaa,1924,12,6,1924-1925
1924-12-07,0.2,noaa,1924,12,7,1924-1925
1924-12-08,2.5,noaa,1924,12,8,1924-1925
1924-12-09,-7.0,noaa,1924,12,9,1924-1925
1924-12-10,-5.2,noaa,1924,12,10,1924-1925
1924-12-11,-4.8,noaa,1924,12,11,1924-1925
1924-12-12,-4.2,noaa,1924,12,12,1924-1925
1924-12-13,-4.1,noaa,1924,12,13,1924-1925
1924-12-14,-2.1,noaa,1924,12,14,1924-1925
1924-12-15,-0.8,noaa,1924,12,15,1924-1925
1924-12-16,-2.2,noaa,1924,12,16,1924-1925
1924-12-17,-6.6,noaa,1924,12,17,1924-1925
1924-12-18,-10.0,noaa,1924,12,18,1924-1925
1924-12-19,-10.7,noaa,1924,12,19,1924-1925
1924-12-20,-8.5,noaa,1924,12,20,1924-1925
1924-12-21,-3.2,noaa,1924,12,21,1924-1925
1924-12-22,3.0,noaa,1924,12,22,1924-1925
1924-12-23,2.2,noaa,1924,12,23,1924-1925
1924-12-24,2.2,noaa,1924,12,24,1924-1925
1924-12-25,1.1,noaa,1924,12,25,1924-1925
1924-12-26,0.5,noaa,1924,12,26,1924-1925
1924-12-27,-3.5,noaa,1924,12,27,1924-1925
1924-12-28,-3.6,noaa,1924,12,28,1924-1925
1924-12-29,-5.0,noaa,1924,12,29,1924-1925
1924-12-30,-5.9,noaa,1924,12,30,1924-1925
1924-12-31,-3.6,noaa,1924,12,31,1924-1925
1925-01-01,-1.4,noaa,1925,1,1,1924-1925
1925-01-02,-4.4,noaa,1925,1,2,1924-1925
1925-01-03,-7.9,noaa,1925,1,3,1924-1925
1925-01-04,-6.0,noaa,1925,1,4,1924-1925
1925-01-05,-9.0,noaa,1925,1,5,1924-1925
1925-01-06,-5.7,noaa,1925,1,6,1924-1925
1925-01-07,-3.5,noaa,1925,1,7,1924-1925
1925-01-08,1.2,noaa,1925,1,8,1924-1925
1925-01-09,-3.7,noaa,1925,1,9,1924-1925
1925-01-10,0.9,noaa,1925,1,10,1924-1925
1925-01-11,-0.8,noaa,1925,1,11,1924-1925
1925-01-12,-5.2,noaa,1925,1,12,1924-1925
1925-01-13,-4.5,noaa,1925,1,13,1924-1925
1925-01-14,-3.6,noaa,1925,1,14,1924-1925
1925-01-15,-4.1,noaa,1925,1,15,1924-1925
1925-01-16,-11.4,noaa,1925,1,16,1924-1925
1925-01-17,-9.9,noaa,1925,1,17,1924-1925
1925-01-18,-7.1,noaa,1925,1,18,1924-1925
1925-01-19,-7.2,noaa,1925,1,19,1924-1925
1925-01-20,-10.8,noaa,1925,1,20,1924-1925
1925-01-21,-7.6,noaa,1925,1,21,1924-1925
1925-01-22,-11.3,noaa,1925,1,22,1924-1925
1925-01-23,-9.7,noaa,1925,1,23,1924-1925
1925-01-24,-0.6,noaa,1925,1,24,1924-1925
1925-01-25,-4.7,noaa,1925,1,25,1924-1925
1925-01-26,-6.3,noaa,1925,1,26,1924-1925
1925-01-27,-4.4,noaa,1925,1,27,1924-1925
1925-01-28,-9.6,noaa,1925,1,28,1924-1925
1925-01-29,-6.8,noaa,1925,1,29,1924-1925
1925-01-30,-6.2,noaa,1925,1,30,1924-1925
1925-01-31,-7.4,noaa,1925,1,31,1924-1925
1925-02-01,-8.4,noaa,1925,2,1,1924-1925
1925-02-02,-7.3,noaa,1925,2,2,1924-1925
1925-02-03,-11.8,noaa,1925,2,3,1924-1925
1925-02-04,-13.0,noaa,1925,2,4,1924-1925
1925-02-05,-11.1,noaa,1925,2,5,1924-1925
1925-02-06,-7.5,noaa,1925,2,6,1924-1925
1925-02-07,-5.0,noaa,1925,2,7,1924-1925
1925-02-08,-7.3,noaa,1925,2,8,1924-1925
1925-02-09,-6.7,noaa,1925,2,9,1924-1925
1925-02-10,-9.2,noaa,1925,2,10,1924-1925
1925-02-11,-9.3,noaa,1925,2,11,1924-1925
1925-02-12,-7.2,noaa,1925,2,12,1924-1925
1925-02-13,-6.6,noaa,1925,2,13,1924-1925
1925-02-14,-4.9,noaa,1925,2,14,1924-1925
1925-02-15,-8.2,noaa,1925,2,15,1924-1925
1925-02-16,-10.4,noaa,1925,2,16,1924-1925
1925-02-17,-10.6,noaa,1925,2,17,1924-1925
1925-02-18,-10.1,noaa,1925,2,18,1924-1925
1925-02-19,-9.4,noaa,1925,2,19,1924-1925
1925-02-20,-9.0,noaa,1925,2,20,1924-1925
1925-02-21,-6.1,noaa,1925,2,21,1924-1925
1925-02-22,-3.8,noaa,1925,2,22,1924-1925
1925-02-23,-5.0,noaa,1925,2,23,1924-1925
1925-02-24,-2.8,noaa,1925,2,24,1924-1925
1925-02-25,-12.7,noaa,1925,2,25,1924-1925
1925-02-26,-17.6,noaa,1925,2,26,1924-1925
1925-02-27,-11.5,noaa,1925,2,27,1924-1925
1925-02-28,-8.8,noaa,1925,2,28,1924-1925
1925-03-01,-5.5,noaa,1925,3,1,1924-1925
1925-03-02,-2.8,noaa,1925,3,2,1924-1925
1925-03-03,1.8,noaa,1925,3,3,1924-1925
1925-03-04,2.6,noaa,1925,3,4,1924-1925
1925-03-05,3.6,noaa,1925,3,5,1924-1925
1925-03-06,3.9,noaa,1925,3,6,1924-1925
