date,at,source,year,mon,day,seas
1937-01-03,-12.4,noaa,1937,1,3,1936-1937
1937-01-04,-12.7,noaa,1937,1,4,1936-1937
1937-01-05,-14.1,noaa,1937,1,5,1936-1937
1937-01-06,-14.0,noaa,1937,1,6,1936-1937
1937-01-07,-12.2,noaa,1937,1,7,1936-1937
1937-01-08,-7.1,noaa,1937,1,8,1936-1937
1937-01-09,-7.4,noaa,1937,1,9,1936-1937
1937-01-10,-14.7,noaa,1937,1,10,1936-1937
1937-01-11,-18.4,noaa,1937,1,11,1936-1937
1937-01-12,-16.9,noaa,1937,1,12,1936-1937
1937-01-13,-16.1,noaa,1937,1,13,1936-1937
1937-01-14,-20.0,noaa,1937,1,14,1936-1937
1937-01-15,-16.6,noaa,1937,1,15,1936-1937
1937-01-16,-4.7,noaa,1937,1,16,1936-1937
1937-01-17,-9.3,noaa,1937,1,17,1936-1937
1937-01-18,-8.0,noaa,1937,1,18,1936-1937
1937-01-19,-7.8,noaa,1937,1,19,1936-1937
1937-01-20,-12.9,noaa,1937,1,20,1936-1937
1937-01-21,-7.2,noaa,1937,1,21,1936-1937
1937-01-22,-7.9,noaa,1937,1,22,1936-1937
1937-01-23,-4.7,noaa,1937,1,23,1936-1937
1937-01-24,-2.7,noaa,1937,1,24,1936-1937
1937-01-25,-1.6,noaa,1937,1,25,1936-1937
1937-01-26,-2.3,noaa,1937,1,26,1936-1937
1937-01-27,-1.8,noaa,1937,1,27,1936-1937
1937-01-28,-2.3,noaa,1937,1,28,1936-1937
1937-01-29,-7.7,noaa,1937,1,29,1936-1937
1937-01-30,-8.0,noaa,1937,1,30,1936-1937
1937-01-31,-0.4,noaa,1937,1,31,1936-1937
1937-02-01,3.4,noaa,1937,2,1,1936-1937
1937-02-02,2.0,noaa,1937,2,2,1936-1937
1937-02-03,-3.8,noaa,1937,2,3,1936-1937
1937-02-04,-3.4,noaa,1937,2,4,1936-1937
1937-02-05,-7.4,noaa,1937,2,5,1936-1937
1937-02-06,-8.1,noaa,1937,2,6,1936-1937
1937-02-07,-5.6,noaa,1937,2,7,1936-1937
1937-02-08,-8.6,noaa,1937,2,8,1936-1937
1937-02-09,-8.4,noaa,1937,2,9,1936-1937
1937-02-10,-8.9,noaa,1937,2,10,1936-1937
1937-02-11,-1.5,noaa,1937,2,11,1936-1937
1937-02-12,-2.3,noaa,1937,2,12,1936-1937
1937-02-13,-2.9,noaa,1937,2,13,1936-1937
1937-02-14,1.6,noaa,1937,2,14,1936-1937
1937-02-15,-1.3,noaa,1937,2,15,1936-1937
1937-02-16,-1.6,noaa,1937,2,16,1936-1937
1937-02-17,-5.0,noaa,1937,2,17,1936-1937
1937-02-18,-16.1,noaa,1937,2,18,1936-1937
1937-02-19,-20.1,noaa,1937,2,19,1936-1937
1937-02-20,-22.4,noaa,1937,2,20,1936-1937
1937-02-21,-19.2,noaa,1937,2,21,1936-1937
1937-02-22,-15.4,noaa,1937,2,22,1936-1937
1937-02-23,-11.0,noaa,1937,2,23,1936-1937
1937-02-24,-3.6,noaa,1937,2,24,1936-1937
1937-02-25,-6.7,noaa,1937,2,25,1936-1937
1937-02-26,-1.2,noaa,1937,2,26,1936-1937
1937-02-27,1.5,noaa,1937,2,27,1936-1937
1937-02-28,0.6,noaa,1937,2,28,1936-1937
1937-03-01,-0.1,noaa,1937,3,1,1936-1937
1937-03-02,-4.2,noaa,1937,3,2,1936-1937
1937-03-03,-6.6,noaa,1937,3,3,1936-1937
1937-03-04,-11.8,noaa,1937,3,4,1936-1937
1937-03-05,-10.4,noaa,1937,3,5,1936-1937
1937-03-06,-5.4,noaa,1937,3,6,1936-1937
1937-03-07,-7.4,noaa,1937,3,7,1936-1937
1937-03-08,-8.6,noaa,1937,3,8,1936-1937
1937-03-09,-7.8,noaa,1937,3,9,1936-1937
1937-03-10,-6.5,noaa,1937,3,10,1936-1937
1937-03-11,0.0,noaa,1937,3,11,1936-1937
1937-03-12,-1.5,noaa,1937,3,12,1936-1937
1937-03-13,0.1,noaa,1937,3,13,1936-1937
1937-03-14,-0.3,noaa,1937,3,14,1936-1937
1937-03-15,3.5,noaa,1937,3,15,1936-1937
1937-03-16,0.8,noaa,1937,3,16,1936-1937
1937-03-17,-3.7,noaa,1937,3,17,1936-1937
1937-03-18,-2.1,noaa,1937,3,18,1936-1937
1937-03-19,2.6,noaa,1937,3,19,1936-1937
1937-03-20,-0.7,noaa,1937,3,20,1936-1937
1937-03-21,-0.5,noaa,1937,3,21,1936-1937
1937-03-22,2.1,noaa,1937,3,22,1936-1937
1937-03-23,3.9,noaa,1937,3,23,1936-1937
1937-03-24,0.0,noaa,1937,3,24,1936-1937
1937-03-25,-1.3,noaa,1937,3,25,1936-1937
1937-03-26,1.2,noaa,1937,3,26,1936-1937
1937-03-27,1.6,noaa,1937,3,27,1936-1937
1937-03-28,2.5,noaa,1937,3,28,1936-1937
1937-03-29,5.4,noaa,1937,3,29,1936-1937
1937-03-30,7.2,noaa,1937,3,30,1936-1937
1937-03-31,6.8,noaa,1937,3,31,1936-1937
1937-04-01,9.7,noaa,1937,4,1,1936-1937
1937-04-02,12.4,noaa,1937,4,2,1936-1937
1937-04-03,12.5,noaa,1937,4,3,1936-1937
1937-04-04,7.1,noaa,1937,4,4,1936-1937
1937-04-05,8.2,noaa,1937,4,5,1936-1937
1937-04-06,10.1,noaa,1937,4,6,1936-1937
1937-04-07,14.6,noaa,1937,4,7,1936-1937
1937-04-08,15.4,noaa,1937,4,8,1936-1937
1937-04-09,10.0,noaa,1937,4,9,1936-1937
1937-04-10,2.2,noaa,1937,4,10,1936-1937
1937-04-11,2.9,noaa,1937,4,11,1936-1937
1937-04-12,5.7,noaa,1937,4,12,1936-1937
1937-04-13,10.1,noaa,1937,4,13,1936-1937
1937-04-14,5.6,noaa,1937,4,14,1936-1937
1937-04-15,8.4,noaa,1937,4,15,1936-1937
1937-04-16,4.0,noaa,1937,4,16,1936-1937
1937-04-17,-1.1,noaa,1937,4,17,1936-1937
1937-04-18,0.8,noaa,1937,4,18,1936-1937
1937-04-19,4.2,noaa,1937,4,19,1936-1937
1937-04-20,5.6,noaa,1937,4,20,1936-1937
1937-04-21,9.4,noaa,1937,4,21,1936-1937
1937-04-22,-3.4,noaa,1937,4,22,1936-1937
1937-04-23,1.5,noaa,1937,4,23,1936-1937
1937-04-24,7.3,noaa,1937,4,24,1936-1937
1937-04-25,10.8,noaa,1937,4,25,1936-1937
1937-04-26,11.8,noaa,1937,4,26,1936-1937
1937-04-27,13.1,noaa,1937,4,27,1936-1937
1937-04-28,12.6,noaa,1937,4,28,1936-1937
1937-04-29,13.9,noaa,1937,4,29,1936-1937
1937-04-30,16.9,noaa,1937,4,30,1936-1937
1937-11-01,7.3,noaa,1937,11,1,1937-1938
1937-11-02,10.6,noaa,1937,11,2,1937-1938
1937-11-03,1.3,noaa,1937,11,3,1937-1938
1937-11-04,0.8,noaa,1937,11,4,1937-1938
1937-11-05,3.7,noaa,1937,11,5,1937-1938
1937-11-06,9.6,noaa,1937,11,6,1937-1938
1937-11-07,4.0,noaa,1937,11,7,1937-1938
1937-11-08,-5.7,noaa,1937,11,8,1937-1938
1937-11-09,-2.4,noaa,1937,11,9,1937-1938
1937-11-10,-1.8,noaa,1937,11,10,1937-1938
1937-11-11,-1.1,noaa,1937,11,11,1937-1938
1937-11-12,2.9,noaa,1937,11,12,1937-1938
1937-11-13,4.9,noaa,1937,11,13,1937-1938
1937-11-14,-1.3,noaa,1937,11,14,1937-1938
1937-11-15,-12.5,noaa,1937,11,15,1937-1938
1937-11-16,-15.2,noaa,1937,11,16,1937-1938
1937-11-17,-16.6,noaa,1937,11,17,1937-1938
1937-11-18,-16.5,noaa,1937,11,18,1937-1938
1937-11-19,-16.8,noaa,1937,11,19,1937-1938
1937-11-20,-13.6,noaa,1937,11,20,1937-1938
1937-11-21,-14.7,noaa,1937,11,21,1937-1938
1937-11-22,-15.0,noaa,1937,11,22,1937-1938
1937-11-23,-12.0,noaa,1937,11,23,1937-1938
1937-11-24,-10.5,noaa,1937,11,24,1937-1938
1937-11-25,-8.5,noaa,1937,11,25,1937-1938
1937-11-26,-10.6,noaa,1937,11,26,1937-1938
1937-11-27,-7.4,noaa,1937,11,27,1937-1938
1937-11-28,-1.5,noaa,1937,11,28,1937-1938
1937-11-29,4.4,noaa,1937,11,29,1937-1938
1937-11-30,0.4,noaa,1937,11,30,1937-1938
1937-12-01,7.9,noaa,1937,12,1,1937-1938
1937-12-02,6.2,noaa,1937,12,2,1937-1938
1937-12-03,6.4,noaa,1937,12,3,1937-1938
1937-12-04,4.6,noaa,1937,12,4,1937-1938
1937-12-05,-2.1,noaa,1937,12,5,1937-1938
1937-12-06,-3.0,noaa,1937,12,6,1937-1938
1937-12-07,-4.6,noaa,1937,12,7,1937-1938
1937-12-08,-5.8,noaa,1937,12,8,1937-1938
1937-12-09,-2.3,noaa,1937,12,9,1937-1938
1937-12-10,5.1,noaa,1937,12,10,1937-1938
1937-12-11,2.9,noaa,1937,12,11,1937-1938
1937-12-12,-3.5,noaa,1937,12,12,1937-1938
1937-12-13,-1.1,noaa,1937,12,13,1937-1938
1937-12-14,0.4,noaa,1937,12,14,1937-1938
1937-12-15,-11.6,noaa,1937,12,15,1937-1938
1937-12-16,-17.0,noaa,1937,12,16,1937-1938
1937-12-17,-14.2,noaa,1937,12,17,1937-1938
1937-12-18,-10.9,noaa,1937,12,18,1937-1938
1937-12-19,-4.8,noaa,1937,12,19,1937-1938
1937-12-20,-3.4,noaa,1937,12,20,1937-1938
1937-12-21,-13.2,noaa,1937,12,21,1937-1938
1937-12-22,-18.7,noaa,1937,12,22,1937-1938
1937-12-23,-18.3,noaa,1937,12,23,1937-1938
1937-12-24,-18.6,noaa,1937,12,24,1937-1938
1937-12-25,-20.9,noaa,1937,12,25,1937-1938
1937-12-26,-17.9,noaa,1937,12,26,1937-1938
1937-12-27,-16.3,noaa,1937,12,27,1937-1938
1937-12-28,-16.2,noaa,1937,12,28,1937-1938
1937-12-29,-4.6,noaa,1937,12,29,1937-1938
1937-12-30,-3.3,noaa,1937,12,30,1937-1938
1937-12-31,-7.6,noaa,1937,12,31,1937-1938
1938-01-01,-9.6,noaa,1938,1,1,1937-1938
1938-01-02,-10.0,noaa,1938,1,2,1937-1938
1938-01-03,-11.3,noaa,1938,1,3,1937-1938
1938-01-04,-14.7,noaa,1938,1,4,1937-1938
1938-01-05,-10.2,noaa,1938,1,5,1937-1938
1938-01-06,-5.9,noaa,1938,1,6,1937-1938
1938-01-07,-4.6,noaa,1938,1,7,1937-1938
1938-01-08,-4.2,noaa,1938,1,8,1937-1938
1938-01-09,1.5,noaa,1938,1,9,1937-1938
1938-01-10,1.6,noaa,1938,1,10,1937-1938
1938-01-11,4.7,noaa,1938,1,11,1937-1938
1938-01-12,1.3,noaa,1938,1,12,1937-1938
1938-01-13,-4.9,noaa,1938,1,13,1937-1938
1938-01-14,-11.6,noaa,1938,1,14,1937-1938
1938-01-15,-13.1,noaa,1938,1,15,1937-1938
1938-01-16,-13.4,noaa,1938,1,16,1937-1938
1938-01-17,-9.9,noaa,1938,1,17,1937-1938
1938-01-18,-9.7,noaa,1938,1,18,1937-1938
1938-01-19,-10.4,noaa,1938,1,19,1937-1938
1938-01-20,-9.5,noaa,1938,1,20,1937-1938
1938-01-21,-5.0,noaa,1938,1,21,1937-1938
1938-01-22,-1.3,noaa,1938,1,22,1937-1938
1938-01-23,0.4,noaa,1938,1,23,1937-1938
1938-01-24,-2.1,noaa,1938,1,24,1937-1938
1938-01-25,-4.4,noaa,1938,1,25,1937-1938
1938-01-26,-3.2,noaa,1938,1,26,1937-1938
1938-01-27,-5.7,noaa,1938,1,27,1937-1938
1938-01-28,-4.3,noaa,1938,1,28,1937-1938
1938-01-29,-2.5,noaa,1938,1,29,1937-1938
1938-01-30,-3.6,noaa,1938,1,30,1937-1938
1938-01-31,-8.1,noaa,1938,1,31,1937-1938
1938-02-01,-10.8,noaa,1938,2,1,1937-1938
1938-02-02,-11.8,noaa,1938,2,2,1937-1938
1938-02-03,-14.9,noaa,1938,2,3,1937-1938
1938-02-04,-13.2,noaa,1938,2,4,1937-1938
1938-02-05,-13.0,noaa,1938,2,5,1937-1938
1938-02-06,-9.5,noaa,1938,2,6,1937-1938
1938-02-07,-1.2,noaa,1938,2,7,1937-1938
1938-02-08,-3.3,noaa,1938,2,8,1937-1938
1938-02-09,-3.0,noaa,1938,2,9,1937-1938
1938-02-10,0.9,noaa,1938,2,10,1937-1938
1938-02-11,0.4,noaa,1938,2,11,1937-1938
1938-02-12,-2.9,noaa,1938,2,12,1937-1938
1938-02-13,-6.5,noaa,1938,2,13,1937-1938
1938-02-14,-14.2,noaa,1938,2,14,1937-1938
1938-02-15,-8.8,noaa,1938,2,15,1937-1938
1938-02-16,-6.6,noaa,1938,2,16,1937-1938
1938-02-17,-4.2,noaa,1938,2,17,1937-1938
1938-02-18,-3.6,noaa,1938,2,18,1937-1938
1938-02-19,-1.4,noaa,1938,2,19,1937-1938
1938-02-20,0.9,noaa,1938,2,20,1937-1938
1938-02-21,2.1,noaa,1938,2,21,1937-1938
1938-02-22,2.2,noaa,1938,2,22,1937-1938
1938-02-23,4.6,noaa,1938,2,23,1937-1938
1938-02-24,6.2,noaa,1938,2,24,1937-1938
1938-02-25,8.4,noaa,1938,2,25,1937-1938
1938-02-26,7.7,noaa,1938,2,26,1937-1938
1938-02-27,1.8,noaa,1938,2,27,1937-1938
1938-02-28,4.6,noaa,1938,2,28,1937-1938
1938-03-01,-7.1,noaa,1938,3,1,1937-1938
1938-03-02,-10.8,noaa,1938,3,2,1937-1938
1938-03-03,-4.7,noaa,1938,3,3,1937-1938
1938-03-04,-6.7,noaa,1938,3,4,1937-1938
1938-03-05,-6.0,noaa,1938,3,5,1937-1938
1938-03-06,-2.5,noaa,1938,3,6,1937-1938
1938-03-07,-2.1,noaa,1938,3,7,1937-1938
1938-03-08,-2.5,noaa,1938,3,8,1937-1938
1938-03-09,0.0,noaa,1938,3,9,1937-1938
1938-03-10,2.4,noaa,1938,3,10,1937-1938
1938-03-11,5.2,noaa,1938,3,11,1937-1938
1938-03-12,4.0,noaa,1938,3,12,1937-1938
1938-03-13,8.2,noaa,1938,3,13,1937-1938
1938-03-14,7.0,noaa,1938,3,14,1937-1938
1938-03-15,11.3,noaa,1938,3,15,1937-1938
1938-03-16,9.2,noaa,1938,3,16,1937-1938
1938-03-17,-3.0,noaa,1938,3,17,1937-1938
1938-03-18,-1.7,noaa,1938,3,18,1937-1938
1938-03-19,3.5,noaa,1938,3,19,1937-1938
1938-03-20,5.1,noaa,1938,3,20,1937-1938
1938-03-21,2.9,noaa,1938,3,21,1937-1938
1938-03-22,-1.5,noaa,1938,3,22,1937-1938
1938-03-23,-1.0,noaa,1938,3,23,1937-1938
1938-03-24,-1.5,noaa,1938,3,24,1937-1938
1938-03-25,3.0,noaa,1938,3,25,1937-1938
1938-03-26,8.4,noaa,1938,3,26,1937-1938
1938-03-27,9.7,noaa,1938,3,27,1937-1938
1938-03-28,6.8,noaa,1938,3,28,1937-1938
1938-03-29,5.9,noaa,1938,3,29,1937-1938
1938-03-30,9.5,noaa,1938,3,30,1937-1938
1938-03-31,12.0,noaa,1938,3,31,1937-1938
1938-04-01,13.2,noaa,1938,4,1,1937-1938
1938-04-02,15.8,noaa,1938,4,2,1937-1938
1938-04-03,12.7,noaa,1938,4,3,1937-1938
1938-04-04,11.4,noaa,1938,4,4,1937-1938
1938-04-05,4.1,noaa,1938,4,5,1937-1938
1938-04-06,6.5,noaa,1938,4,6,1937-1938
1938-04-07,11.0,noaa,1938,4,7,1937-1938
1938-04-08,15.2,noaa,1938,4,8,1937-1938
1938-04-09,18.8,noaa,1938,4,9,1937-1938
1938-04-10,17.7,noaa,1938,4,10,1937-1938
1938-04-11,15.8,noaa,1938,4,11,1937-1938
1938-04-12,12.4,noaa,1938,4,12,1937-1938
1938-04-13,13.0,noaa,1938,4,13,1937-1938
1938-04-14,15.9,noaa,1938,4,14,1937-1938
1938-04-15,20.0,noaa,1938,4,15,1937-1938
1938-04-16,22.0,noaa,1938,4,16,1937-1938
1938-04-17,16.1,noaa,1938,4,17,1937-1938
1938-04-18,14.4,noaa,1938,4,18,1937-1938
1938-04-19,11.0,noaa,1938,4,19,1937-1938
1938-04-20,7.4,noaa,1938,4,20,1937-1938
1938-04-21,6.0,noaa,1938,4,21,1937-1938
1938-04-22,10.7,noaa,1938,4,22,1937-1938
1938-04-23,13.5,noaa,1938,4,23,1937-1938
1938-04-24,12.9,noaa,1938,4,24,1937-1938
1938-04-25,15.3,noaa,1938,4,25,1937-1938
1938-04-26,17.8,noaa,1938,4,26,1937-1938
1938-04-27,18.8,noaa,1938,4,27,1937-1938
1938-04-28,18.0,noaa,1938,4,28,1937-1938
1938-04-29,18.6,noaa,1938,4,29,1937-1938
1938-04-30,15.8,noaa,1938,4,30,1937-1938
1938-11-01,9.5,noaa,1938,11,1,1938-1939
1938-11-02,9.1,noaa,1938,11,2,1938-1939
1938-11-03,11.5,noaa,1938,11,3,1938-1939
1938-11-04,8.7,noaa,1938,11,4,1938-1939
1938-11-05,6.2,noaa,1938,11,5,1938-1939
1938-11-06,6.1,noaa,1938,11,6,1938-1939
1938-11-07,8.0,noaa,1938,11,7,1938-1939
1938-11-08,7.0,noaa,1938,11,8,1938-1939
1938-11-09,7.5,noaa,1938,11,9,1938-1939
1938-11-10,13.5,noaa,1938,11,10,1938-1939
1938-11-11,11.4,noaa,1938,11,11,1938-1939
1938-11-12,12.4,noaa,1938,11,12,1938-1939
1938-11-13,-0.5,noaa,1938,11,13,1938-1939
1938-11-14,-2.2,noaa,1938,11,14,1938-1939
1938-11-15,-1.4,noaa,1938,11,15,1938-1939
1938-11-16,-3.1,noaa,1938,11,16,1938-1939
1938-11-17,-6.4,noaa,1938,11,17,1938-1939
1938-11-18,-4.3,noaa,1938,11,18,1938-1939
1938-11-19,0.2,noaa,1938,11,19,1938-1939
1938-11-20,3.0,noaa,1938,11,20,1938-1939
1938-11-21,1.0,noaa,1938,11,21,1938-1939
1938-11-22,-1.5,noaa,1938,11,22,1938-1939
1938-11-23,0.2,noaa,1938,11,23,1938-1939
1938-11-24,-1.7,noaa,1938,11,24,1938-1939
1938-11-25,-6.5,noaa,1938,11,25,1938-1939
1938-11-26,-6.6,noaa,1938,11,26,1938-1939
1938-11-27,-7.9,noaa,1938,11,27,1938-1939
1938-11-28,-7.4,noaa,1938,11,28,1938-1939
1938-11-29,-5.4,noaa,1938,11,29,1938-1939
1938-11-30,-4.9,noaa,1938,11,30,1938-1939
1938-12-01,-0.3,noaa,1938,12,1,1938-1939
1938-12-02,1.6,noaa,1938,12,2,1938-1939
1938-12-03,-4.7,noaa,1938,12,3,1938-1939
1938-12-04,-3.5,noaa,1938,12,4,1938-1939
1938-12-05,1.0,noaa,1938,12,5,1938-1939
1938-12-06,-2.4,noaa,1938,12,6,1938-1939
1938-12-07,-6.1,noaa,1938,12,7,1938-1939
1938-12-08,-0.6,noaa,1938,12,8,1938-1939
1938-12-09,0.6,noaa,1938,12,9,1938-1939
1938-12-10,-2.3,noaa,1938,12,10,1938-1939
1938-12-11,-4.4,noaa,1938,12,11,1938-1939
1938-12-12,-2.0,noaa,1938,12,12,1938-1939
1938-12-13,0.6,noaa,1938,12,13,1938-1939
1938-12-14,-5.8,noaa,1938,12,14,1938-1939
1938-12-15,-13.8,noaa,1938,12,15,1938-1939
1938-12-16,-14.2,noaa,1938,12,16,1938-1939
1938-12-17,-16.9,noaa,1938,12,17,1938-1939
1938-12-18,-17.4,noaa,1938,12,18,1938-1939
1938-12-19,-19.8,noaa,1938,12,19,1938-1939
1938-12-20,-23.2,noaa,1938,12,20,1938-1939
1938-12-21,-23.0,noaa,1938,12,21,1938-1939
1938-12-22,-16.4,noaa,1938,12,22,1938-1939
1938-12-23,-12.4,noaa,1938,12,23,1938-1939
1938-12-24,-12.8,noaa,1938,12,24,1938-1939
1938-12-25,-12.2,noaa,1938,12,25,1938-1939
1938-12-26,-6.6,noaa,1938,12,26,1938-1939
1938-12-27,-3.6,noaa,1938,12,27,1938-1939
1938-12-28,-0.9,noaa,1938,12,28,1938-1939
1938-12-29,-5.2,noaa,1938,12,29,1938-1939
1938-12-30,-15.7,noaa,1938,12,30,1938-1939
1938-12-31,-17.4,noaa,1938,12,31,1938-1939
1939-01-01,-18.6,noaa,1939,1,1,1938-1939
1939-01-02,-20.8,noaa,1939,1,2,1938-1939
1939-01-03,-10.2,noaa,1939,1,3,1938-1939
1939-01-04,-0.3,noaa,1939,1,4,1938-1939
1939-01-05,-0.6,noaa,1939,1,5,1938-1939
1939-01-06,-1.3,noaa,1939,1,6,1938-1939
1939-01-07,-2.1,noaa,1939,1,7,1938-1939
1939-01-08,-7.3,noaa,1939,1,8,1938-1939
1939-01-09,-10.9,noaa,1939,1,9,1938-1939
1939-01-10,-4.4,noaa,1939,1,10,1938-1939
1939-01-11,-1.7,noaa,1939,1,11,1938-1939
1939-01-12,-0.7,noaa,1939,1,12,1938-1939
1939-01-13,0.1,noaa,1939,1,13,1938-1939
1939-01-14,-3.8,noaa,1939,1,14,1938-1939
1939-01-15,-8.3,noaa,1939,1,15,1938-1939
1939-01-16,-13.8,noaa,1939,1,16,1938-1939
1939-01-17,-16.0,noaa,1939,1,17,1938-1939
1939-01-18,-13.7,noaa,1939,1,18,1938-1939
1939-01-19,-10.6,noaa,1939,1,19,1938-1939
1939-01-20,-8.4,noaa,1939,1,20,1938-1939
1939-01-21,-9.2,noaa,1939,1,21,1938-1939
1939-01-22,-4.9,noaa,1939,1,22,1938-1939
1939-01-23,-4.3,noaa,1939,1,23,1938-1939
1939-01-24,-4.2,noaa,1939,1,24,1938-1939
1939-01-25,-7.2,noaa,1939,1,25,1938-1939
1939-01-26,-9.1,noaa,1939,1,26,1938-1939
1939-01-27,-4.2,noaa,1939,1,27,1938-1939
1939-01-28,-1.0,noaa,1939,1,28,1938-1939
1939-01-29,-2.7,noaa,1939,1,29,1938-1939
1939-01-30,-6.5,noaa,1939,1,30,1938-1939
1939-01-31,-3.8,noaa,1939,1,31,1938-1939
1939-02-01,0.4,noaa,1939,2,1,1938-1939
1939-02-02,-1.2,noaa,1939,2,2,1938-1939
1939-02-03,0.4,noaa,1939,2,3,1938-1939
1939-02-04,7.6,noaa,1939,2,4,1938-1939
1939-02-05,-1.4,noaa,1939,2,5,1938-1939
1939-02-06,-6.1,noaa,1939,2,6,1938-1939
1939-02-07,-3.5,noaa,1939,2,7,1938-1939
1939-02-08,-7.6,noaa,1939,2,8,1938-1939
1939-02-09,-8.1,noaa,1939,2,9,1938-1939
1939-02-10,0.7,noaa,1939,2,10,1938-1939
1939-02-11,-3.6,noaa,1939,2,11,1938-1939
1939-02-12,-0.4,noaa,1939,2,12,1938-1939
1939-02-13,-5.8,noaa,1939,2,13,1938-1939
1939-02-14,-9.2,noaa,1939,2,14,1938-1939
1939-02-15,-5.8,noaa,1939,2,15,1938-1939
1939-02-16,-3.8,noaa,1939,2,16,1938-1939
1939-02-17,-4.4,noaa,1939,2,17,1938-1939
1939-02-18,-4.8,noaa,1939,2,18,1938-1939
1939-02-19,-7.7,noaa,1939,2,19,1938-1939
1939-02-20,-6.0,noaa,1939,2,20,1938-1939
1939-02-21,-6.4,noaa,1939,2,21,1938-1939
1939-02-22,-5.7,noaa,1939,2,22,1938-1939
1939-02-23,-1.5,noaa,1939,2,23,1938-1939
1939-02-24,-0.2,noaa,1939,2,24,1938-1939
1939-02-25,0.3,noaa,1939,2,25,1938-1939
1939-02-26,-2.0,noaa,1939,2,26,1938-1939
1939-02-27,-4.1,noaa,1939,2,27,1938-1939
1939-02-28,-6.4,noaa,1939,2,28,1938-1939
1939-03-01,-8.7,noaa,1939,3,1,1938-1939
1939-03-02,-7.4,noaa,1939,3,2,1938-1939
1939-03-03,-8.6,noaa,1939,3,3,1938-1939
1939-03-04,-8.2,noaa,1939,3,4,1938-1939
1939-03-05,-1.2,noaa,1939,3,5,1938-1939
1939-03-06,-2.5,noaa,1939,3,6,1938-1939
1939-03-07,-0.9,noaa,1939,3,7,1938-1939
1939-03-08,1.8,noaa,1939,3,8,1938-1939
1939-03-09,-2.1,noaa,1939,3,9,1938-1939
1939-03-10,-2.3,noaa,1939,3,10,1938-1939
1939-03-11,-3.6,noaa,1939,3,11,1938-1939
1939-03-12,-3.4,noaa,1939,3,12,1938-1939
1939-03-13,-3.7,noaa,1939,3,13,1938-1939
1939-03-14,-5.1,noaa,1939,3,14,1938-1939
1939-03-15,-1.4,noaa,1939,3,15,1938-1939
1939-03-16,-2.0,noaa,1939,3,16,1938-1939
1939-03-17,-0.4,noaa,1939,3,17,1938-1939
1939-03-18,1.0,noaa,1939,3,18,1938-1939
1939-03-19,3.6,noaa,1939,3,19,1938-1939
1939-03-20,6.0,noaa,1939,3,20,1938-1939
1939-03-21,10.9,noaa,1939,3,21,1938-1939
1939-03-22,3.0,noaa,1939,3,22,1938-1939
1939-03-23,2.6,noaa,1939,3,23,1938-1939
1939-03-24,3.5,noaa,1939,3,24,1938-1939
1939-03-25,6.4,noaa,1939,3,25,1938-1939
1939-03-26,4.0,noaa,1939,3,26,1938-1939
1939-03-27,7.1,noaa,1939,3,27,1938-1939
1939-03-28,5.8,noaa,1939,3,28,1938-1939
1939-03-29,6.7,noaa,1939,3,29,1938-1939
1939-03-30,7.2,noaa,1939,3,30,1938-1939
1939-03-31,5.8,noaa,1939,3,31,1938-1939
1939-04-01,7.0,noaa,1939,4,1,1938-1939
1939-04-02,8.8,noaa,1939,4,2,1938-1939
1939-04-03,9.2,noaa,1939,4,3,1938-1939
1939-04-04,12.3,noaa,1939,4,4,1938-1939
1939-04-05,5.8,noaa,1939,4,5,1938-1939
1939-04-06,0.6,noaa,1939,4,6,1938-1939
1939-04-07,-0.9,noaa,1939,4,7,1938-1939
1939-04-08,1.1,noaa,1939,4,8,1938-1939
1939-04-09,4.7,noaa,1939,4,9,1938-1939
1939-04-10,9.1,noaa,1939,4,10,1938-1939
1939-04-11,12.6,noaa,1939,4,11,1938-1939
1939-04-12,12.7,noaa,1939,4,12,1938-1939
1939-04-13,17.7,noaa,1939,4,13,1938-1939
1939-04-14,17.1,noaa,1939,4,14,1938-1939
1939-04-15,13.0,noaa,1939,4,15,1938-1939
1939-04-16,4.7,noaa,1939,4,16,1938-1939
1939-04-17,8.9,noaa,1939,4,17,1938-1939
1939-04-18,2.6,noaa,1939,4,18,1938-1939
1939-04-19,1.5,noaa,1939,4,19,1938-1939
1939-04-20,4.3,noaa,1939,4,20,1938-1939
1939-04-21,6.4,noaa,1939,4,21,1938-1939
1939-04-22,9.5,noaa,1939,4,22,1938-1939
1939-04-23,11.3,noaa,1939,4,23,1938-1939
1939-04-24,14.6,noaa,1939,4,24,1938-1939
1939-04-25,12.1,noaa,1939,4,25,1938-1939
1939-04-26,9.3,noaa,1939,4,26,1938-1939
1939-04-27,8.8,noaa,1939,4,27,1938-1939
1939-04-28,7.2,noaa,1939,4,28,1938-1939
1939-04-29,12.1,noaa,1939,4,29,1938-1939
1939-04-30,15.3,noaa,1939,4,30,1938-1939
1939-11-01,6.5,noaa,1939,11,1,1939-1940
1939-11-02,12.2,noaa,1939,11,2,1939-1940
1939-11-03,14.9,noaa,1939,11,3,1939-1940
1939-11-04,9.6,noaa,1939,11,4,1939-1940
1939-11-05,5.1,noaa,1939,11,5,1939-1940
1939-11-06,2.8,noaa,1939,11,6,1939-1940
1939-11-07,1.1,noaa,1939,11,7,1939-1940
1939-11-08,3.9,noaa,1939,11,8,1939-1940
1939-11-09,7.3,noaa,1939,11,9,1939-1940
